Cus.ID,Date,Cus. Location,Age,Gender,Mobile Name,Sell Price,Does he/she Come from Facebook Page?,Does he/she Followed Our Page?,Did he/she buy any mobile before?,Did he/she hear of our shop before?
259,05-06-2024,Rangamati Sadar,35,F,Redmi Note 12 Pro 8/128,17556.0,No,Yes,No,Yes
260,05-06-2024,Rangamati Sadar,33,F,Narzo N53 4/64,13142.0,Yes,Yes,Yes,Yes
261,05-06-2024,Inside Rangamati,30,F,Note 11S 6/128,17246.0,No,No,No,Yes
262,05-06-2024,Outside Rangamati,45,M,Vivo Y200 5G 6/128,14464.0,No,Yes,Yes,Yes
263,05-06-2024,Outside Rangamati,49,F,Redmi Note 12 Pro 8/128,15968.0,Yes,No,No,Yes
264,05-06-2024,Inside Rangamati,25,M,iQOO Z7 5G 6/128,20396.0,No,No,Yes,No
265,05-06-2024,Outside Rangamati,33,F,iQOO Z7 5G 6/128,25093.0,Yes,No,No,Yes
266,05-06-2024,Rangamati Sadar,45,F,Note 14 Pro 5G 8/256,14279.0,No,No,No,Yes
267,05-06-2024,Rangamati Sadar,19,M,Note 14 Pro 5G 8/256,21239.0,No,No,No,Yes
268,05-06-2024,Inside Rangamati,18,M,Redmi Note 12 Pro 8/128,27654.0,No,Yes,No,No
269,05-06-2024,Outside Rangamati,29,F,iQOO Neo 9 Pro 5G 12/256,24015.0,No,Yes,Yes,No
270,05-06-2024,Inside Rangamati,46,F,Moto G85 5G 8/128,25061.0,No,Yes,Yes,Yes
271,05-06-2024,Outside Rangamati,42,M,iQOO Neo 9 Pro 5G 12/256,23832.0,No,No,No,Yes
272,05-06-2024,Outside Rangamati,38,M,Note 14 Pro 5G 8/256,21843.0,No,Yes,Yes,Yes
273,05-06-2024,Inside Rangamati,32,M,Note 14 Pro 5G 8/256,20888.0,Yes,No,Yes,Yes
274,05-06-2024,Inside Rangamati,38,M,Galaxy S24 Ultra 12/256,16071.0,No,No,No,Yes
275,05-06-2024,Outside Rangamati,43,M,Vivo Y200 5G 6/128,23391.0,Yes,No,No,Yes
276,05-06-2024,Rangamati Sadar,46,M,Moto G85 5G 8/128,26354.0,No,No,No,Yes
277,05-06-2024,Inside Rangamati,36,M,Galaxy A55 5G 8/128,19490.0,No,No,Yes,Yes
278,05-06-2024,Inside Rangamati,38,F,Galaxy A55 5G 8/128,21195.0,No,No,No,No
279,05-06-2024,Inside Rangamati,32,F,Redmi Note 12 Pro 8/128,27941.0,No,No,No,No
280,05-06-2024,Outside Rangamati,37,M,Note 11S 6/128,26226.0,No,No,No,Yes
281,05-06-2024,Rangamati Sadar,46,F,Note 11S 6/128,21879.0,Yes,Yes,No,Yes
282,05-06-2024,Rangamati Sadar,42,M,Note 11S 6/128,39479.0,Yes,No,No,Yes
283,05-06-2024,Inside Rangamati,40,M,Vivo Y200 5G 6/128,22557.0,Yes,No,No,Yes
284,05-06-2024,Rangamati Sadar,42,F,Moto G85 5G 8/128,25228.0,No,Yes,No,Yes
285,05-06-2024,Inside Rangamati,27,M,Note 14 Pro 5G 8/256,36517.0,Yes,No,No,Yes
286,05-06-2024,Rangamati Sadar,38,F,iQOO Z7 5G 6/128,20761.0,No,Yes,No,Yes
287,05-06-2024,Rangamati Sadar,42,M,Vivo Y200 5G 6/128,23889.0,No,Yes,No,No
288,05-06-2024,Outside Rangamati,43,M,Redmi Note 12 Pro 8/128,13426.0,No,No,No,Yes
289,05-06-2024,Outside Rangamati,33,F,Pixel 7a 8/128,44574.0,No,No,No,Yes
290,05-06-2024,Outside Rangamati,19,M,Note 14 Pro 5G 8/256,24045.0,No,Yes,No,No
291,06-06-2024,Outside Rangamati,41,M,Pixel 7a 8/128,21290.0,No,No,No,Yes
292,06-06-2024,Outside Rangamati,28,F,Note 14 Pro 5G 8/256,15912.0,No,Yes,No,Yes
293,06-06-2024,Inside Rangamati,24,M,Pixel 8 Pro 12/256,20528.0,No,No,Yes,Yes
294,06-06-2024,Inside Rangamati,49,F,Vivo Y200 5G 6/128,15111.0,Yes,Yes,Yes,No
295,06-06-2024,Rangamati Sadar,42,F,Note 14 Pro 5G 8/256,36781.0,No,No,No,Yes
296,06-06-2024,Outside Rangamati,30,M,Galaxy M35 5G 8/128,26234.0,Yes,No,No,No
297,06-06-2024,Outside Rangamati,35,F,iPhone 16 Pro Max 1TB,16415.0,No,Yes,No,Yes
298,06-06-2024,Inside Rangamati,49,M,iPhone 16 Pro 256GB,23899.0,No,No,Yes,Yes
299,06-06-2024,Inside Rangamati,45,M,Pixel 8 Pro 12/256,73074.0,No,No,No,No
300,06-06-2024,Outside Rangamati,24,F,Galaxy A55 5G 8/128,22188.0,No,Yes,Yes,Yes
301,06-06-2024,Outside Rangamati,23,M,R-70 Turbo 5G 6/128,24515.0,No,Yes,No,Yes
302,06-06-2024,Inside Rangamati,47,F,Narzo N53 4/64,14204.0,No,No,Yes,Yes
303,06-06-2024,Outside Rangamati,22,M,R-70 Turbo 5G 6/128,16106.0,No,No,Yes,No
304,06-06-2024,Outside Rangamati,50,F,Moto G85 5G 8/128,26442.0,No,No,No,Yes
305,06-06-2024,Outside Rangamati,40,F,Moto G85 5G 8/128,20381.0,No,No,No,Yes
306,06-06-2024,Inside Rangamati,36,F,Galaxy M35 5G 8/128,26092.0,No,No,Yes,Yes
307,06-06-2024,Outside Rangamati,22,M,Pixel 7a 8/128,13087.0,Yes,No,No,Yes
308,06-06-2024,Outside Rangamati,24,M,Galaxy M35 5G 8/128,26081.0,No,No,No,No
309,06-06-2024,Inside Rangamati,37,F,R-70 Turbo 5G 6/128,20156.0,No,No,No,No
310,06-06-2024,Outside Rangamati,27,M,Redmi Note 12 Pro 8/128,22485.0,No,No,No,No
311,06-06-2024,Outside Rangamati,33,F,Galaxy M35 5G 8/128,26410.0,Yes,No,No,Yes
312,06-06-2024,Rangamati Sadar,33,M,Vivo T3x 5G 8/128,26255.0,No,No,No,No
313,06-06-2024,Inside Rangamati,27,M,Pixel 7a 8/128,26053.0,No,No,Yes,No
314,06-06-2024,Inside Rangamati,34,F,iQOO Neo 9 Pro 5G 12/256,14623.0,No,Yes,No,No
315,06-06-2024,Inside Rangamati,27,M,Moto G85 5G 8/128,22515.0,Yes,Yes,No,Yes
316,06-06-2024,Outside Rangamati,27,M,Pixel 8 Pro 12/256,22525.0,No,No,No,Yes
317,06-06-2024,Inside Rangamati,28,F,Pixel 7a 8/128,22401.0,No,No,No,Yes
318,06-06-2024,Inside Rangamati,39,M,iPhone 16 Pro 256GB,24400.0,Yes,No,No,Yes
319,06-06-2024,Inside Rangamati,41,M,Note 11S 6/128,15505.0,No,No,No,No
320,06-06-2024,Rangamati Sadar,35,F,Note 11S 6/128,19660.0,Yes,No,No,No
321,06-06-2024,Inside Rangamati,44,M,Galaxy S24 Ultra 12/256,71115.0,No,No,No,No
322,06-06-2024,Outside Rangamati,44,F,Galaxy S24 Ultra 12/256,26426.0,No,No,Yes,Yes
323,06-06-2024,Rangamati Sadar,23,F,iQOO Z7 5G 6/128,25711.0,Yes,No,No,Yes
324,06-06-2024,Inside Rangamati,39,F,Moto G85 5G 8/128,24202.0,Yes,No,Yes,Yes
325,06-06-2024,Rangamati Sadar,25,M,Moto G85 5G 8/128,13209.0,No,No,No,Yes
326,06-06-2024,Inside Rangamati,23,M,iQOO Neo 9 Pro 5G 12/256,21513.0,Yes,Yes,Yes,Yes
327,06-06-2024,Inside Rangamati,29,M,Pixel 7a 8/128,23333.0,Yes,No,No,Yes
328,07-06-2024,Outside Rangamati,28,F,Vivo Y200 5G 6/128,21575.0,No,Yes,No,Yes
329,07-06-2024,Inside Rangamati,19,M,Redmi Note 12 Pro 8/128,20459.0,No,Yes,No,No
330,07-06-2024,Rangamati Sadar,34,M,iPhone 16 Pro 256GB,23308.0,No,No,No,Yes
331,07-06-2024,Inside Rangamati,24,F,Pixel 7a 8/128,44976.0,No,Yes,Yes,Yes
332,07-06-2024,Outside Rangamati,20,F,Vivo Y200 5G 6/128,23330.0,Yes,Yes,Yes,Yes
333,07-06-2024,Inside Rangamati,37,F,Galaxy M35 5G 8/128,25832.0,No,Yes,No,Yes
334,07-06-2024,Inside Rangamati,35,M,iPhone 16 Pro Max 1TB,30273.0,Yes,Yes,Yes,Yes
335,07-06-2024,Outside Rangamati,26,F,R-70 Turbo 5G 6/128,24085.0,No,No,Yes,No
336,07-06-2024,Inside Rangamati,38,F,Note 14 Pro 5G 8/256,26321.0,No,No,No,Yes
337,07-06-2024,Rangamati Sadar,21,F,Galaxy M35 5G 8/128,23897.0,No,Yes,No,Yes
338,07-06-2024,Inside Rangamati,43,M,iQOO Neo 9 Pro 5G 12/256,23319.0,No,Yes,No,Yes
339,07-06-2024,Inside Rangamati,41,M,Vivo T3x 5G 8/128,25967.0,No,Yes,No,Yes
340,07-06-2024,Outside Rangamati,19,F,iPhone 16 Pro 256GB,36671.0,Yes,Yes,Yes,No
341,07-06-2024,Inside Rangamati,47,F,Narzo N53 4/64,25012.0,Yes,Yes,No,Yes
342,07-06-2024,Inside Rangamati,49,F,iQOO Neo 9 Pro 5G 12/256,40788.0,No,No,Yes,No
343,07-06-2024,Inside Rangamati,32,F,iQOO Z7 5G 6/128,24673.0,Yes,Yes,No,Yes
344,07-06-2024,Rangamati Sadar,27,M,R-70 Turbo 5G 6/128,16486.0,No,Yes,No,No
345,07-06-2024,Rangamati Sadar,18,M,Galaxy A55 5G 8/128,39458.0,Yes,No,No,No
346,07-06-2024,Inside Rangamati,24,M,iQOO Neo 9 Pro 5G 12/256,40491.0,Yes,No,No,No
347,07-06-2024,Inside Rangamati,43,M,Galaxy A55 5G 8/128,13780.0,Yes,No,No,Yes
348,07-06-2024,Inside Rangamati,45,F,Pixel 7a 8/128,21682.0,No,No,No,No
349,07-06-2024,Outside Rangamati,22,F,iQOO Neo 9 Pro 5G 12/256,24546.0,Yes,Yes,Yes,Yes
350,07-06-2024,Rangamati Sadar,39,M,iQOO Neo 9 Pro 5G 12/256,14068.0,No,Yes,No,No
351,07-06-2024,Rangamati Sadar,35,M,iPhone 16 Pro Max 1TB,200311.0,Yes,No,No,No
352,07-06-2024,Inside Rangamati,42,F,Redmi Note 12 Pro 8/128,27479.0,No,Yes,Yes,Yes
353,07-06-2024,Outside Rangamati,20,F,Narzo N53 4/64,24139.0,Yes,Yes,No,No
354,07-06-2024,Inside Rangamati,21,F,R-70 Turbo 5G 6/128,25030.0,No,Yes,Yes,Yes
355,07-06-2024,Rangamati Sadar,20,M,Narzo N53 4/64,17341.0,No,No,No,Yes
356,07-06-2024,Rangamati Sadar,25,F,Note 14 Pro 5G 8/256,36669.0,Yes,No,No,No
357,07-06-2024,Outside Rangamati,24,F,Galaxy S24 Ultra 12/256,14575.0,No,No,Yes,Yes
358,07-06-2024,Outside Rangamati,46,M,R-70 Turbo 5G 6/128,21604.0,No,No,No,No
359,07-06-2024,Rangamati Sadar,30,M,Galaxy S24 Ultra 12/256,103321.0,No,Yes,No,No
360,07-06-2024,Outside Rangamati,47,F,Galaxy S24 Ultra 12/256,19330.0,No,No,Yes,No
361,08-06-2024,Inside Rangamati,25,M,Galaxy M35 5G 8/128,17864.0,No,Yes,No,Yes
362,08-06-2024,Inside Rangamati,26,F,Moto G85 5G 8/128,26505.0,Yes,No,No,No
363,08-06-2024,Outside Rangamati,31,F,Pixel 7a 8/128,22370.0,Yes,No,No,No
364,08-06-2024,Inside Rangamati,45,F,Redmi Note 12 Pro 8/128,27585.0,Yes,Yes,No,No
365,08-06-2024,Inside Rangamati,41,F,Redmi Note 12 Pro 8/128,44738.0,No,No,No,Yes
366,08-06-2024,Rangamati Sadar,41,M,iPhone 16 Pro 256GB,13020.0,Yes,Yes,No,Yes
367,08-06-2024,Outside Rangamati,31,F,Pixel 8 Pro 12/256,25143.0,Yes,No,No,No
368,08-06-2024,Outside Rangamati,46,M,Pixel 8 Pro 12/256,70970.0,Yes,No,Yes,Yes
369,08-06-2024,Outside Rangamati,20,F,Galaxy S24 Ultra 12/256,24732.0,Yes,No,No,No
370,08-06-2024,Inside Rangamati,39,M,Narzo N53 4/64,24619.0,Yes,Yes,Yes,Yes
371,08-06-2024,Rangamati Sadar,49,M,Narzo N53 4/64,36247.0,No,Yes,Yes,Yes
372,08-06-2024,Inside Rangamati,43,F,Galaxy S24 Ultra 12/256,71658.0,Yes,Yes,No,No
373,08-06-2024,Inside Rangamati,35,F,iQOO Z7 5G 6/128,20064.0,No,No,No,No
374,08-06-2024,Outside Rangamati,18,M,Note 14 Pro 5G 8/256,14985.0,Yes,No,No,Yes
375,08-06-2024,Inside Rangamati,24,M,Galaxy A55 5G 8/128,17779.0,No,No,No,No
376,08-06-2024,Inside Rangamati,23,F,Galaxy M35 5G 8/128,26572.0,Yes,No,No,Yes
377,08-06-2024,Outside Rangamati,27,M,iPhone 16 Pro Max 1TB,20597.0,No,No,No,Yes
378,08-06-2024,Inside Rangamati,25,M,Galaxy A55 5G 8/128,19905.0,Yes,No,No,No
379,08-06-2024,Outside Rangamati,20,F,Note 11S 6/128,15938.0,Yes,Yes,Yes,No
380,08-06-2024,Outside Rangamati,42,M,iPhone 16 Pro 256GB,63765.0,Yes,No,No,Yes
381,08-06-2024,Outside Rangamati,29,M,Note 14 Pro 5G 8/256,17946.0,Yes,Yes,No,No
382,08-06-2024,Outside Rangamati,36,F,Note 14 Pro 5G 8/256,24489.0,No,Yes,Yes,No
383,08-06-2024,Rangamati Sadar,42,F,Note 11S 6/128,18187.0,Yes,No,No,Yes
384,08-06-2024,Outside Rangamati,28,F,Moto G85 5G 8/128,15905.0,Yes,No,No,No
385,09-06-2024,Outside Rangamati,35,F,Vivo T3x 5G 8/128,20867.0,Yes,No,No,Yes
386,09-06-2024,Rangamati Sadar,28,M,Pixel 8 Pro 12/256,16665.0,No,No,Yes,No
387,09-06-2024,Rangamati Sadar,24,F,iQOO Z7 5G 6/128,20712.0,No,Yes,No,Yes
388,09-06-2024,Inside Rangamati,32,M,iQOO Z7 5G 6/128,13126.0,No,No,No,No
389,09-06-2024,Rangamati Sadar,32,F,Note 11S 6/128,23373.0,No,No,No,Yes
390,09-06-2024,Outside Rangamati,48,F,Pixel 7a 8/128,24992.0,No,Yes,No,Yes
391,09-06-2024,Inside Rangamati,25,M,Narzo N53 4/64,26041.0,Yes,No,No,Yes
392,09-06-2024,Rangamati Sadar,41,F,Vivo T3x 5G 8/128,18743.0,Yes,No,No,No
393,09-06-2024,Rangamati Sadar,28,M,R-70 Turbo 5G 6/128,24659.0,No,No,No,No
394,09-06-2024,Inside Rangamati,19,F,Vivo T3x 5G 8/128,26153.0,Yes,No,Yes,Yes
395,09-06-2024,Inside Rangamati,35,F,Redmi Note 12 Pro 8/128,14304.0,No,No,No,Yes
396,09-06-2024,Rangamati Sadar,48,M,Moto G85 5G 8/128,24065.0,No,No,No,No
397,09-06-2024,Outside Rangamati,49,F,Galaxy A55 5G 8/128,38911.0,Yes,Yes,No,Yes
398,09-06-2024,Rangamati Sadar,22,F,Galaxy M35 5G 8/128,23534.0,Yes,Yes,No,No
399,09-06-2024,Outside Rangamati,35,F,Vivo T3x 5G 8/128,25936.0,No,No,Yes,No
400,09-06-2024,Rangamati Sadar,25,F,Galaxy M35 5G 8/128,26671.0,No,Yes,No,Yes
401,09-06-2024,Outside Rangamati,25,M,Vivo Y200 5G 6/128,24949.0,Yes,No,No,Yes
402,09-06-2024,Outside Rangamati,28,M,Vivo Y200 5G 6/128,24074.0,No,Yes,Yes,Yes
403,09-06-2024,Rangamati Sadar,44,M,Note 14 Pro 5G 8/256,20482.0,No,No,No,Yes
404,09-06-2024,Inside Rangamati,37,M,Narzo N53 4/64,17853.0,Yes,No,No,Yes
405,09-06-2024,Inside Rangamati,31,M,iPhone 16 Pro 256GB,25083.0,No,Yes,No,No
406,09-06-2024,Outside Rangamati,28,M,Vivo T3x 5G 8/128,19649.0,No,Yes,No,Yes
407,09-06-2024,Outside Rangamati,40,F,Vivo T3x 5G 8/128,17750.0,Yes,No,No,Yes
408,09-06-2024,Outside Rangamati,32,M,Note 11S 6/128,24054.0,No,No,No,Yes
409,09-06-2024,Inside Rangamati,42,F,iPhone 16 Pro 256GB,24015.0,Yes,No,No,No
410,10-06-2024,Inside Rangamati,24,F,Vivo Y200 5G 6/128,20032.0,No,No,Yes,No
411,10-06-2024,Inside Rangamati,42,M,Vivo T3x 5G 8/128,13809.0,No,Yes,No,Yes
412,10-06-2024,Rangamati Sadar,19,M,iPhone 16 Pro 256GB,31181.0,No,Yes,No,No
413,10-06-2024,Inside Rangamati,47,M,Galaxy A55 5G 8/128,16681.0,No,No,Yes,Yes
414,10-06-2024,Inside Rangamati,26,M,Pixel 8 Pro 12/256,23678.0,Yes,No,Yes,Yes
415,10-06-2024,Inside Rangamati,48,M,Vivo Y200 5G 6/128,23902.0,No,No,Yes,Yes
416,10-06-2024,Inside Rangamati,37,M,iQOO Z7 5G 6/128,20063.0,No,No,No,No
417,10-06-2024,Rangamati Sadar,35,F,iPhone 16 Pro Max 1TB,16381.0,No,No,Yes,No
418,10-06-2024,Inside Rangamati,21,M,iQOO Z7 5G 6/128,20471.0,No,No,No,No
419,10-06-2024,Inside Rangamati,36,M,R-70 Turbo 5G 6/128,26310.0,No,Yes,Yes,Yes
420,10-06-2024,Outside Rangamati,33,M,Galaxy M35 5G 8/128,17432.0,No,No,No,Yes
421,10-06-2024,Inside Rangamati,48,F,Narzo N53 4/64,20008.0,Yes,No,No,Yes
422,10-06-2024,Rangamati Sadar,22,F,iPhone 16 Pro Max 1TB,17750.0,Yes,Yes,No,Yes
423,10-06-2024,Outside Rangamati,27,F,iPhone 16 Pro Max 1TB,16571.0,No,No,Yes,No
424,10-06-2024,Outside Rangamati,27,M,R-70 Turbo 5G 6/128,21526.0,No,Yes,Yes,No
425,10-06-2024,Inside Rangamati,45,F,Galaxy M35 5G 8/128,14282.0,No,Yes,No,Yes
426,10-06-2024,Rangamati Sadar,48,F,Vivo Y200 5G 6/128,23704.0,No,Yes,No,Yes
427,10-06-2024,Inside Rangamati,22,F,iPhone 16 Pro 256GB,12876.0,No,No,Yes,Yes
428,10-06-2024,Rangamati Sadar,18,F,Redmi Note 12 Pro 8/128,26997.0,Yes,Yes,No,Yes
429,10-06-2024,Outside Rangamati,31,M,Moto G85 5G 8/128,26510.0,Yes,Yes,No,Yes
430,10-06-2024,Outside Rangamati,26,F,iPhone 16 Pro Max 1TB,44659.0,Yes,Yes,No,No
431,10-06-2024,Outside Rangamati,38,M,Redmi Note 12 Pro 8/128,15898.0,Yes,Yes,No,Yes
432,11-06-2024,Outside Rangamati,19,F,Redmi Note 12 Pro 8/128,13495.0,No,Yes,No,No
433,11-06-2024,Inside Rangamati,24,F,Redmi Note 12 Pro 8/128,24274.0,No,Yes,No,No
434,11-06-2024,Outside Rangamati,18,F,Narzo N53 4/64,23253.0,No,Yes,Yes,Yes
435,11-06-2024,Outside Rangamati,24,M,Note 11S 6/128,20703.0,Yes,Yes,Yes,Yes
436,11-06-2024,Rangamati Sadar,34,M,Galaxy A55 5G 8/128,20004.0,No,No,No,Yes
437,11-06-2024,Outside Rangamati,35,F,Redmi Note 12 Pro 8/128,16575.0,No,No,Yes,Yes
438,11-06-2024,Inside Rangamati,18,M,Narzo N53 4/64,14964.0,No,No,Yes,Yes
439,11-06-2024,Rangamati Sadar,48,M,Galaxy S24 Ultra 12/256,23752.0,No,Yes,No,Yes
440,11-06-2024,Rangamati Sadar,30,M,iQOO Neo 9 Pro 5G 12/256,40233.0,Yes,Yes,No,Yes
441,11-06-2024,Rangamati Sadar,50,F,Moto G85 5G 8/128,26334.0,No,Yes,No,Yes
442,11-06-2024,Inside Rangamati,28,M,iPhone 16 Pro 256GB,41073.0,No,No,No,Yes
443,11-06-2024,Outside Rangamati,36,M,Redmi Note 12 Pro 8/128,21246.0,No,No,Yes,No
444,11-06-2024,Inside Rangamati,46,F,Galaxy S24 Ultra 12/256,17184.0,Yes,Yes,No,Yes
445,11-06-2024,Outside Rangamati,47,M,Redmi Note 12 Pro 8/128,17246.0,Yes,Yes,Yes,No
446,11-06-2024,Outside Rangamati,48,F,iPhone 16 Pro Max 1TB,12986.0,Yes,No,No,No
447,11-06-2024,Inside Rangamati,22,M,Vivo Y200 5G 6/128,15438.0,Yes,No,No,No
448,11-06-2024,Outside Rangamati,39,M,Vivo Y200 5G 6/128,23120.0,Yes,Yes,No,Yes
449,11-06-2024,Outside Rangamati,20,M,iPhone 16 Pro Max 1TB,19907.0,Yes,No,No,No
450,11-06-2024,Rangamati Sadar,22,M,Redmi Note 12 Pro 8/128,18599.0,Yes,No,No,Yes
451,11-06-2024,Inside Rangamati,47,F,Redmi Note 12 Pro 8/128,27961.0,No,Yes,No,No
452,11-06-2024,Outside Rangamati,26,F,Redmi Note 12 Pro 8/128,16727.0,No,No,No,No
453,11-06-2024,Rangamati Sadar,36,M,Vivo T3x 5G 8/128,16512.0,No,No,No,No
454,11-06-2024,Outside Rangamati,35,M,Galaxy S24 Ultra 12/256,17734.0,Yes,Yes,No,No
455,11-06-2024,Inside Rangamati,47,M,iQOO Neo 9 Pro 5G 12/256,13540.0,Yes,No,No,Yes
456,11-06-2024,Rangamati Sadar,39,M,Pixel 8 Pro 12/256,13728.0,Yes,Yes,No,No
457,11-06-2024,Inside Rangamati,50,F,Pixel 7a 8/128,25791.0,No,No,No,Yes
458,11-06-2024,Rangamati Sadar,33,M,iQOO Z7 5G 6/128,21255.0,No,Yes,No,No
459,11-06-2024,Inside Rangamati,38,F,Note 11S 6/128,22722.0,No,No,No,Yes
460,11-06-2024,Outside Rangamati,26,M,Redmi Note 12 Pro 8/128,24083.0,Yes,Yes,No,Yes
461,11-06-2024,Rangamati Sadar,44,F,Galaxy S24 Ultra 12/256,14071.0,No,No,No,No
462,11-06-2024,Rangamati Sadar,27,M,iPhone 16 Pro 256GB,20026.0,No,No,No,Yes
463,11-06-2024,Inside Rangamati,48,M,Narzo N53 4/64,13989.0,Yes,Yes,No,Yes
464,11-06-2024,Inside Rangamati,34,M,iPhone 16 Pro Max 1TB,26522.0,Yes,No,No,Yes
465,12-06-2024,Rangamati Sadar,29,F,Note 14 Pro 5G 8/256,26188.0,No,No,Yes,Yes
466,12-06-2024,Inside Rangamati,19,F,Note 11S 6/128,17572.0,Yes,Yes,No,No
467,12-06-2024,Outside Rangamati,36,F,Moto G85 5G 8/128,22119.0,Yes,No,No,Yes
468,12-06-2024,Rangamati Sadar,27,F,iQOO Neo 9 Pro 5G 12/256,17275.0,Yes,No,No,No
469,12-06-2024,Inside Rangamati,19,M,Moto G85 5G 8/128,16503.0,No,No,No,Yes
470,12-06-2024,Rangamati Sadar,25,M,Pixel 8 Pro 12/256,14468.0,No,Yes,Yes,Yes
471,12-06-2024,Outside Rangamati,23,M,iPhone 16 Pro Max 1TB,22310.0,Yes,Yes,No,Yes
472,12-06-2024,Outside Rangamati,18,M,Galaxy S24 Ultra 12/256,19320.0,Yes,No,No,Yes
473,12-06-2024,Rangamati Sadar,31,F,Galaxy M35 5G 8/128,15868.0,Yes,No,No,Yes
474,12-06-2024,Outside Rangamati,25,M,Galaxy M35 5G 8/128,13427.0,No,No,No,Yes
475,12-06-2024,Inside Rangamati,37,F,Redmi Note 12 Pro 8/128,20375.0,No,Yes,No,No
476,12-06-2024,Inside Rangamati,44,M,Vivo Y200 5G 6/128,22639.0,No,No,No,Yes
477,12-06-2024,Outside Rangamati,27,M,Moto G85 5G 8/128,26758.0,No,No,No,No
478,12-06-2024,Rangamati Sadar,49,F,Vivo Y200 5G 6/128,18906.0,Yes,No,Yes,No
479,12-06-2024,Rangamati Sadar,46,M,Pixel 7a 8/128,44636.0,Yes,No,No,No
480,12-06-2024,Outside Rangamati,26,F,Note 14 Pro 5G 8/256,19580.0,Yes,Yes,No,Yes
481,12-06-2024,Inside Rangamati,18,F,Pixel 8 Pro 12/256,23040.0,No,Yes,Yes,Yes
482,12-06-2024,Inside Rangamati,31,F,iPhone 16 Pro 256GB,55257.0,Yes,Yes,Yes,No
483,12-06-2024,Rangamati Sadar,20,F,Pixel 7a 8/128,44154.0,No,No,No,Yes
484,12-06-2024,Rangamati Sadar,30,F,Pixel 8 Pro 12/256,74597.0,Yes,No,Yes,Yes
485,12-06-2024,Rangamati Sadar,49,F,Galaxy A55 5G 8/128,39813.0,No,Yes,No,No
486,12-06-2024,Inside Rangamati,35,M,Redmi Note 12 Pro 8/128,15619.0,No,Yes,Yes,Yes
487,12-06-2024,Outside Rangamati,22,F,Narzo N53 4/64,12872.0,Yes,No,No,Yes
488,12-06-2024,Outside Rangamati,42,F,Galaxy A55 5G 8/128,39469.0,No,No,No,Yes
489,12-06-2024,Inside Rangamati,45,M,Redmi Note 12 Pro 8/128,16583.0,No,No,No,Yes
490,12-06-2024,Rangamati Sadar,41,M,Galaxy A55 5G 8/128,25732.0,Yes,No,No,Yes
491,12-06-2024,Rangamati Sadar,38,F,iPhone 16 Pro Max 1TB,13849.0,No,Yes,No,Yes
492,12-06-2024,Outside Rangamati,18,F,Pixel 8 Pro 12/256,30700.0,No,Yes,No,Yes
493,12-06-2024,Rangamati Sadar,49,F,iQOO Z7 5G 6/128,23680.0,Yes,No,No,No
494,12-06-2024,Inside Rangamati,49,F,Galaxy A55 5G 8/128,21448.0,Yes,No,Yes,Yes
495,12-06-2024,Rangamati Sadar,23,M,Galaxy S24 Ultra 12/256,43442.0,No,No,No,No
496,12-06-2024,Rangamati Sadar,23,M,iQOO Z7 5G 6/128,13570.0,Yes,No,Yes,Yes
497,13-06-2024,Inside Rangamati,42,F,Redmi Note 12 Pro 8/128,18181.0,Yes,Yes,No,No
498,13-06-2024,Inside Rangamati,41,M,Redmi Note 12 Pro 8/128,40690.0,No,Yes,Yes,No
499,13-06-2024,Inside Rangamati,45,F,Pixel 8 Pro 12/256,18413.0,Yes,No,No,No
500,13-06-2024,Outside Rangamati,31,F,R-70 Turbo 5G 6/128,24489.0,No,Yes,No,Yes
501,13-06-2024,Rangamati Sadar,29,F,Galaxy A55 5G 8/128,38979.0,Yes,No,No,Yes
502,13-06-2024,Rangamati Sadar,18,F,R-70 Turbo 5G 6/128,21724.0,Yes,Yes,No,No
503,13-06-2024,Outside Rangamati,31,F,Pixel 7a 8/128,13702.0,Yes,Yes,No,No
504,13-06-2024,Inside Rangamati,26,M,Pixel 7a 8/128,14324.0,No,Yes,No,Yes
505,13-06-2024,Inside Rangamati,29,M,iPhone 16 Pro Max 1TB,26751.0,Yes,Yes,No,No
506,13-06-2024,Outside Rangamati,33,M,Narzo N53 4/64,23845.0,Yes,No,No,Yes
507,13-06-2024,Rangamati Sadar,44,M,iPhone 16 Pro Max 1TB,199510.0,No,Yes,No,Yes
508,13-06-2024,Inside Rangamati,19,F,Galaxy S24 Ultra 12/256,23468.0,No,No,No,No
509,13-06-2024,Outside Rangamati,30,M,R-70 Turbo 5G 6/128,24487.0,No,No,No,No
510,13-06-2024,Rangamati Sadar,40,F,Pixel 8 Pro 12/256,41009.0,No,No,No,Yes
511,13-06-2024,Rangamati Sadar,33,F,Moto G85 5G 8/128,26603.0,No,Yes,No,Yes
512,13-06-2024,Rangamati Sadar,36,F,Galaxy S24 Ultra 12/256,20478.0,No,Yes,No,No
513,13-06-2024,Outside Rangamati,45,F,Galaxy S24 Ultra 12/256,26696.0,No,No,No,Yes
514,13-06-2024,Rangamati Sadar,46,F,Vivo Y200 5G 6/128,24655.0,No,No,No,Yes
515,13-06-2024,Rangamati Sadar,46,F,R-70 Turbo 5G 6/128,15696.0,No,No,No,No
516,13-06-2024,Outside Rangamati,36,M,Vivo Y200 5G 6/128,15139.0,No,Yes,No,No
517,13-06-2024,Outside Rangamati,37,F,Note 11S 6/128,18412.0,Yes,Yes,No,Yes
